Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Flag,Compensation_Ratio,Hike_Band,OverTime_Flag,Overtime_LowHike_Risk,Tenure_Per_Level,Total_Comp_Score,Exp_Pay_Ratio,BusinessTravel_Enc,Department_Enc,EducationField_Enc,Gender_Enc,JobRole_Enc,MaritalStatus_Enc,OverTime_Enc,Hike_Band_Enc
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,0,0.8387436458041206,High,1,0,5.333333333333333,8069.0,230.75,2,1,1,0,6,0,1,0
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,1,0.8830551875212698,Medium,1,0,5.0,5676.6,129.52631578947367,2,1,1,1,6,1,1,2
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,1,0.8884359634625619,Medium,0,0,2.5,6433.2,792.9090909090909,0,1,5,1,0,2,0,2
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,0,1.41913176214816,High,0,0,2.5,5973.0,565.0,2,1,3,1,2,1,0,0
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,0,1.809614405475976,High,0,0,2.0,8474.2,1244.625,2,1,4,1,4,1,0,0
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,0,1.2113751780056101,Medium,0,0,5.0,3325.6,306.90909090909093,2,1,5,0,6,1,0,2
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,0,0.8987239745047219,High,0,0,4.75,8093.8,420.14285714285717,2,1,1,0,0,1,0,0
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,0,1.0514143562096496,High,0,0,2.75,9193.2,688.1333333333333,2,1,5,1,0,1,0,0
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,0,1.6581056568613521,High,0,0,1.5,7672.6,1155.25,0,1,1,1,2,1,0,0
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,0,1.1180317742450216,High,0,0,0.75,9385.599999999999,457.3333333333333,1,1,1,1,4,1,0,0
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,0,0.6651791427178941,Medium,0,0,2.6666666666666665,3496.0,332.72727272727275,2,1,4,0,6,2,0,2
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,1,1.0677121954843585,Medium,0,0,5.0,8689.2,419.28,2,0,3,1,1,1,0,2
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,0,0.7251519862290734,High,0,0,0.75,6771.4,711.9,2,1,1,1,0,0,0,0
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,1,0.9760368495641216,High,1,0,2.0,7949.2,958.2,2,2,5,1,7,2,1,0
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,1,0.8192971517410566,High,0,0,4.333333333333333,4904.799999999999,300.53333333333336,1,1,3,0,6,2,0,0
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,0,0.7919149934414638,High,0,0,2.0,3924.2,441.4,2,1,1,1,2,0,0,0
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,0,1.4095982051693954,High,0,0,2.0,6353.599999999999,969.5,1,1,1,1,0,2,0,0
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,0,1.2165872080201048,Medium,1,0,0.3333333333333333,8416.4,743.7777777777778,2,2,1,0,7,0,1,2
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,1,1.3244033714510388,High,1,0,3.5,4714.6,461.375,2,1,5,1,2,1,1,0
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,1,0.8529143359358221,High,0,0,0.5,4426.2,1188.5,2,1,3,1,2,0,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,1,0.8299498775850048,High,1,0,1.0,3387.8,385.5,2,1,3,1,6,2,1,0
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,0,1.139399331021461,High,0,0,4.4,13299.0,736.0416666666666,2,1,3,1,3,1,0,0
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,1,0.9314958418550249,High,0,0,0.5,5057.6,1298.0,1,1,3,1,2,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,1,0.8592805974781976,Medium,1,0,0.0,4236.799999999999,788.0,1,2,4,1,7,2,1,2
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,0,0.7818581070962789,High,0,0,1.0,5281.2,860.4,1,2,1,0,7,1,0,0
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,0,1.068923772298197,High,0,0,0.0,6487.4,425.57142857142856,0,1,1,1,6,1,0,0
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,0,1.089089029396964,High,0,0,1.0,12331.0,603.0357142857143,0,1,3,1,3,2,0,0
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,0,1.01648823639923,Medium,0,0,5.0,5655.799999999999,349.5625,0,2,1,0,7,1,0,2
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,0,1.063943320152082,High,0,0,2.0,8167.0,549.7368421052631,2,1,1,1,0,2,0,0
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,0,0.8902694703809667,Medium,1,0,2.0,8644.0,874.0,2,2,2,1,7,0,1,2
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,0,0.9020726295930404,High,0,0,3.5,4708.4,209.5,2,1,1,0,6,0,0,0
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,0,0.7797497477993478,High,0,0,2.25,9293.0,695.9090909090909,2,1,3,0,4,0,0,0
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,0,1.1264992536818463,Medium,0,0,2.4,12679.0,727.7083333333334,2,2,2,1,3,1,0,2
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,0,0.7487838531774011,High,0,0,0.25,6010.599999999999,668.2727272727273,2,2,2,1,7,2,0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,0,1.1021413809521807,Low,0,0,2.0,8592.0,569.4736842105264,1,1,1,0,4,1,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,1,0.7849052057288513,Low,0,0,3.6,11401.4,553.1363636363636,1,1,1,1,0,0,0,1
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,0,1.0226228557447465,Medium,0,0,3.3333333333333335,13175.6,892.0909090909091,2,1,3,1,5,2,0,2
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,0,0.7427566997842456,Low,1,1,1.0,2342.0,690.0,2,1,5,0,6,2,1,1
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,0,1.2325805863149613,High,0,0,1.6666666666666667,5569.2,678.2,0,1,1,1,2,2,0,0
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,0,1.4137782926782783,High,0,0,3.6666666666666665,6667.4,409.42105263157896,0,1,1,1,4,2,0,0
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,0,1.0014656758926712,Medium,0,0,1.0,3874.6,697.75,1,2,1,1,8,1,0,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,0,1.1485817372025944,High,0,0,2.5,3620.6,457.2857142857143,2,1,1,1,6,1,0,0
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,0,0.9028989019187154,Low,0,0,1.6666666666666667,5080.799999999999,828.0,1,2,2,1,7,0,0,1
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,0,0.8462450734787188,High,0,0,1.8,10572.0,570.4347826086956,2,2,5,1,7,1,0,0
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,No,11,3,4,0,5,3,2,3,2,0,2,0,0.7329692575358653,Low,0,0,1.0,3519.7999999999997,672.1666666666666,1,1,1,1,4,2,0,1
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,No,14,3,4,2,8,2,2,7,5,1,1,0,1.1808755067584311,Medium,0,0,3.5,5374.6,365.6666666666667,1,1,1,0,6,0,0,2
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,No,19,3,1,0,16,3,3,1,0,0,0,0,0.7764058190412142,High,0,0,0.3333333333333333,4463.2,251.2941176470588,2,1,3,1,2,2,0,0
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2,0,0.9188922802135718,High,1,0,3.3333333333333335,5533.6,459.6363636363636,2,1,3,1,4,1,1,0
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,No,13,3,4,1,7,2,4,7,6,5,0,0,1.0204831179644418,Medium,0,0,3.5,4006.3999999999996,355.5,2,0,0,1,1,1,0,2
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,0,0.9698895456602975,Medium,1,0,1.5,4021.8,675.75,1,1,1,1,6,0,1,2
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,No,12,3,4,0,0,0,3,0,0,0,0,1,0.6831926359368133,Medium,0,0,0.0,2342.3999999999996,1904.0,0,1,3,1,2,2,0,2
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,1,1.4946538988284048,High,1,0,1.6666666666666667,6634.4,1174.857142857143,2,2,2,0,7,2,1,0
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,0,0,1.7101345078124224,Low,1,1,0.5,4959.6,680.8571428571429,2,1,1,1,2,1,1,1
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,No,12,3,3,1,2,5,2,2,2,2,2,1,0.9365193171192662,Medium,0,0,1.0,3766.0,870.0,1,1,3,1,2,1,0,2
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,13,3,3,2,9,2,3,6,2,1,3,0,1.0415687614525277,Medium,0,0,2.0,6738.6,573.1,2,1,3,0,0,0,0,2
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,No,13,3,3,1,4,0,3,4,2,2,2,0,0.9110431211363283,Medium,0,0,2.0,3823.3999999999996,507.8,2,1,1,1,6,1,0,2
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,No,20,4,1,0,6,3,2,6,5,1,3,0,1.0384791315546578,High,0,0,2.0,5428.4,816.2857142857143,2,2,1,0,7,1,0,0
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,No,17,3,2,0,6,2,1,5,4,1,4,0,1.5511773976653593,High,0,0,2.5,4293.799999999999,617.5714285714286,2,0,5,1,1,2,0,0
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,No,13,3,1,1,11,3,1,11,8,3,10,1,0.7472559307453972,Medium,0,0,2.75,6701.599999999999,611.3333333333334,2,2,1,0,7,1,0,2
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,No,17,3,3,0,20,3,2,18,7,2,13,0,1.3750283273080857,High,0,0,4.5,9799.4,642.8095238095239,1,1,3,0,5,2,0,0
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Yes,12,3,2,0,22,2,2,21,9,13,14,1,0.8873963201920894,Medium,1,0,4.2,9454.8,598.1739130434783,1,2,1,1,7,2,1,2
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,No,13,3,4,0,9,3,4,6,4,1,5,0,0.9368848307952853,Medium,0,0,2.0,4393.0,515.5,2,2,2,1,7,2,0,2
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,No,12,3,2,1,10,2,3,8,0,1,7,0,0.8102147961897713,Medium,0,0,4.0,3554.8,205.27272727272728,2,1,3,1,2,1,0,2
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,No,22,4,4,0,6,2,3,4,3,1,2,0,1.290674323248276,High,0,0,2.0,4358.2,513.8571428571429,2,1,3,1,2,2,0,0
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0,1,0.9024314492547718,Low,1,1,0.5,2609.0,1257.5,2,1,1,0,2,1,1,1
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,No,22,4,2,1,8,2,3,8,7,0,7,0,1.5859829048533167,High,0,0,4.0,5852.0,491.1111111111111,2,1,3,1,2,1,0,0
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,No,18,3,1,1,10,3,3,10,3,1,4,0,1.1955050275405212,High,0,0,3.3333333333333335,6746.799999999999,598.0,2,2,2,1,7,1,0,0
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,0,0,0.8036672593165377,Medium,1,0,0.3333333333333333,4953.2,260.11764705882354,1,1,3,0,6,1,1,2
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,No,18,3,2,1,15,2,4,7,7,6,4,0,1.046525004427237,High,0,0,1.75,8964.4,642.125,2,1,1,1,4,0,0,0
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,No,20,4,3,0,14,3,3,13,9,4,9,0,0.9710525026070241,High,0,0,4.333333333333333,5205.799999999999,356.2,1,1,3,1,0,2,0,0
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2,0,0.8525555162740907,Medium,0,0,1.0,3725.6,792.0,1,1,4,1,2,1,0,2
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,No,13,3,2,0,7,2,2,4,3,1,3,1,0.9715977314125306,Medium,0,0,1.3333333333333333,4507.6,668.25,2,2,2,0,7,2,0,2
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,0,1.014383183715006,Medium,0,0,0.5,5896.2,1413.5,0,2,1,0,8,0,0,2
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,0,1.039140304296213,Medium,0,0,0.8333333333333334,14265.8,687.6896551724138,2,1,5,0,3,0,0,2
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,No,13,3,1,1,10,5,3,10,8,0,8,0,1.123464360881388,Medium,0,0,5.0,4178.6,284.6363636363636,2,1,3,0,2,1,0,2
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,No,25,4,3,0,1,4,3,1,1,0,0,0,0.9157077767388381,High,0,0,0.5,4031.2,1276.0,2,1,1,1,6,2,0,0
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,0,1.6064356255720134,High,1,0,1.5,5586.2,559.625,2,1,3,0,6,1,1,0
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,No,13,3,2,1,14,2,2,14,8,3,11,0,1.1766037622829635,Medium,0,0,4.666666666666667,6184.4,431.6,2,1,1,0,4,1,0,2
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,No,12,3,1,0,2,2,2,2,2,1,2,0,1.088300034031699,Medium,0,0,1.0,3019.8,1011.0,2,1,1,1,2,2,0,2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,1,1.0534945268437417,Low,1,1,3.0,2861.6,419.42857142857144,2,1,1,1,6,2,1,1
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,No,18,3,2,1,26,6,3,7,7,4,7,0,0.9694752294908159,High,0,0,1.1666666666666667,13963.6,689.1111111111111,2,1,3,0,3,0,0,0
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Yes,18,3,1,1,6,2,2,5,4,1,3,0,0.7779210266339345,High,1,0,2.5,4100.8,309.7142857142857,2,1,1,0,6,1,1,0
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,0,1,1.0237124949200254,Low,1,1,0.0,3811.8,1426.5,1,1,1,1,6,1,1,1
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,17048,24097,8,No,23,4,1,0,28,2,3,26,15,15,9,0,1.0996025924287498,High,0,0,5.2,12528.8,587.8620689655172,2,2,2,0,3,1,0,0
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,No,13,3,4,0,6,3,3,0,0,0,0,0,0.82169702536518,Medium,0,0,0.0,2674.0,327.14285714285717,0,1,1,1,6,2,0,2
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,No,13,3,4,1,5,2,3,5,4,1,4,0,1.2917507822334706,Medium,0,0,2.5,4460.0,600.0,2,0,0,1,1,1,0,2
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,No,17,3,1,1,5,2,1,1,0,0,0,1,0.7560330272683118,High,0,0,0.5,3964.2,351.1666666666667,0,1,1,1,6,0,0,0
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,No,19,3,3,3,8,3,3,4,3,0,3,0,0.7478721782197089,High,0,0,1.3333333333333333,7369.0,457.22222222222223,2,2,1,1,7,0,0,0
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,0,0.7864016804754994,Medium,0,0,0.0,6796.2,721.1666666666666,1,2,3,1,7,1,0,2
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,17856,9490,2,No,22,4,3,1,32,3,3,2,2,2,2,0,1.151718904880793,High,0,0,0.4,13913.6,541.0909090909091,1,1,3,0,3,1,0,0
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,0,1.1467876388939366,Medium,0,0,3.0,6117.6,456.57142857142856,2,1,3,1,2,1,0,2
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,No,11,3,1,1,25,2,3,4,2,0,3,0,0.9942253495600483,Low,0,0,0.6666666666666666,13548.6,733.8846153846154,2,1,1,1,5,1,0,1
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Yes,15,3,4,3,15,2,3,7,7,1,7,0,1.6295071567236719,High,1,0,2.3333333333333335,9879.599999999999,560.375,2,2,1,1,7,1,1,0
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,No,13,3,1,1,1,3,1,1,0,0,0,1,0.7929914524266584,Medium,0,0,0.5,3626.0,1105.0,2,1,1,0,2,1,0,2
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1,0,0.8249311827312901,Medium,0,0,3.3333333333333335,4923.4,412.6363636363636,1,2,3,0,7,1,0,2
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,No,14,3,3,1,7,4,3,7,7,1,7,0,0.9835246928060952,Medium,0,0,3.5,4044.6,342.625,2,1,1,1,2,0,0,2
